operator,from_gare_id,from_gare,to_gare_id,to_gare,source_km,osrm_km,delta_km,ratio
APRR,802,St-Gibrien,97,BEAUPONT,370.86,397.33,26.47,1.0714
APRR,802,St-Gibrien,99,Beaurepaire,342.56,368.395,25.835,1.0754
APRR,802,St-Gibrien,110,BELLEVILLE S/SAONE,402.11,428.738,26.628,1.0662
APRR,802,St-Gibrien,118,BERSAILLIN,322.36,345.648,23.288,1.0722
APRR,802,St-Gibrien,119,Besançon est,348.08,374.705,26.625,1.0765
APRR,802,St-Gibrien,120,Besançon nord,333.46,360.034,26.574,1.0797
APRR,802,St-Gibrien,121,BESANCON OUEST,324.06,351.659,27.599,1.0852
APRR,802,St-Gibrien,125,BEYNOST,466.84,479.151,12.311,1.0264
APRR,802,St-Gibrien,130,Bierre-les-Semur,313.28,298.42,-14.86,0.9526
APRR,802,St-Gibrien,151,Bourg nord,400.87,427.39,26.52,1.0662
APRR,802,St-Gibrien,152,Bourg sud,406.88,432.675,25.795,1.0634
APRR,802,St-Gibrien,170,BULGNEVILLE,243.26,211.379,-31.881,0.8689
APRR,802,St-Gibrien,198,Chalon centre,318.51,344.486,25.976,1.0816
APRR,802,St-Gibrien,199,CHALON NORD,315.63,341.06,25.43,1.0806
APRR,802,St-Gibrien,200,Chalon sud,324.71,350.82,26.11,1.0804
APRR,802,St-Gibrien,221,CHATENOIS,253.41,201.311,-52.099,0.7944
APRR,802,St-Gibrien,223,CHATILLON-LABORDE,208.99,186.628,-22.362,0.893
APRR,802,St-Gibrien,227,CHAUMONT-SEMOUTIERS,160.88,187.749,26.869,1.167
APRR,802,St-Gibrien,235,Choisey,289.27,317.534,28.264,1.0977
APRR,802,St-Gibrien,240,CLERMONT-BARRIERE,604.39,539.433,-64.957,0.8925
APRR,802,St-Gibrien,246,Colombey-les-Belles,282.11,172.642,-109.468,0.612
APRR,802,St-Gibrien,247,Combronde,567.17,544.338,-22.832,0.9597
APRR,802,St-Gibrien,255,Courtenay,191.31,231.818,40.508,1.2117
APRR,802,St-Gibrien,269,DIJON SUD,296.91,288.041,-8.869,0.9701
APRR,802,St-Gibrien,265,DIJON-ARC S/TILLE,246.75,272.692,25.942,1.1051
APRR,802,St-Gibrien,267,Péage de Dijon/Crimolois,261.76,283.049,21.289,1.0813
APRR,802,St-Gibrien,270,Dôle,291.46,319.122,27.662,1.0949
APRR,802,St-Gibrien,300,FEILLENS,378.09,403.433,25.343,1.067
APRR,802,St-Gibrien,303,FLEURY-EN-BIERE,275.26,242.839,-32.421,0.8822
APRR,802,St-Gibrien,305,FONTAINEBLEAU,232.31,239.912,7.602,1.0327
APRR,802,St-Gibrien,311,FORET DE TRONCAIS,485.56,485.332,-0.228,0.9995
APRR,802,St-Gibrien,312,Forges,191.72,201.874,10.154,1.053
APRR,802,St-Gibrien,327,GANNAT,565.18,509.081,-56.099,0.9007
APRR,802,St-Gibrien,333,GENDREY,308.04,335.173,27.133,1.0881
APRR,802,St-Gibrien,335,GERZAT-VILLE,586.03,539.27,-46.76,0.9202
APRR,802,St-Gibrien,348,GROISSIAT,457.91,428.976,-28.934,0.9368
APRR,802,St-Gibrien,352,GYE,295.72,184.11,-111.61,0.6226
APRR,802,St-Gibrien,366,JOIGNY,205.78,212.128,6.348,1.0308
APRR,802,St-Gibrien,370,L ISLE-S/LE-DOUBS,384.46,411.685,27.225,1.0708
APRR,802,St-Gibrien,377,LA BOISSE,478.49,477.337,-1.153,0.9976
APRR,802,St-Gibrien,378,LA BOISSE - MONTLUEL,456.96,478.741,21.781,1.0477
APRR,802,St-Gibrien,386,LA COTIERE,462.92,482.687,19.767,1.0427
APRR,802,St-Gibrien,388,La Croix-Chalon,443.31,469.795,26.485,1.0597
APRR,802,St-Gibrien,425,LANGRES NORD,187.21,213.647,26.437,1.1412
APRR,802,St-Gibrien,426,Langres sud,193.86,221.496,27.636,1.1426
APRR,802,St-Gibrien,450,LE MIROIR,357.7,383.589,25.889,1.0724
APRR,802,St-Gibrien,463,LES EPRUNES,232.59,182.639,-49.951,0.7852
APRR,802,St-Gibrien,493,Mâcon centre,380.82,406.475,25.655,1.0674
APRR,802,St-Gibrien,494,Mâcon nord,370.51,410.87,40.36,1.1089
APRR,802,St-Gibrien,495,MACON SUD,380.84,450.758,69.918,1.1836
APRR,802,St-Gibrien,498,Magnant,110.04,135.504,25.464,1.2314
APRR,802,St-Gibrien,507,Marolles-sur-Seine,184.2,195.628,11.428,1.062
APRR,802,St-Gibrien,549,Montigny-le-Roi,207.31,278.059,70.749,1.3413
APRR,802,St-Gibrien,552,MONTMARAULT,523.09,520.728,-2.362,0.9955
APRR,802,St-Gibrien,585,NEMOURS,229.36,244.673,15.313,1.0668
APRR,802,St-Gibrien,602,NITRY,268.08,233.31,-34.769,0.8703
APRR,802,St-Gibrien,605,Nuits-St-Georges,279.41,306.318,26.908,1.0963
APRR,802,St-Gibrien,637,Pérouges,446.11,470.724,24.614,1.0552
APRR,802,St-Gibrien,652,PONT D AIN,421.29,445.757,24.467,1.0581
APRR,802,St-Gibrien,660,POUILLY-EN-AUXOIS,334.21,257.177,-77.033,0.7695
APRR,802,St-Gibrien,683,REPLONGES,381.36,447.633,66.273,1.1738
APRR,802,St-Gibrien,687,RIOM,580.01,546.541,-33.469,0.9423
APRR,802,St-Gibrien,689,Robecourt,229.27,225.293,-3.977,0.9827
APRR,802,St-Gibrien,714,SAINT GENIS,412.48,437.126,24.646,1.0598
APRR,802,St-Gibrien,726,SAINT MAURICE,424.46,418.194,-6.266,0.9852
APRR,802,St-Gibrien,732,SAINT THIBAULT,91.99,116.924,24.934,1.271
APRR,802,St-Gibrien,769,Seurre,302.36,327.911,25.551,1.0845
APRR,802,St-Gibrien,777,SOIRANS,270.46,336.228,65.768,1.2432
APRR,802,St-Gibrien,785,St-Amand-Montrond,456.36,457.156,0.796,1.0017
APRR,802,St-Gibrien,819,St-Martin-du-Fresne,438.02,474.954,36.934,1.0843
APRR,802,St-Gibrien,791,ST-DENIS-LES-SENS,163.85,175.323,11.473,1.07
APRR,802,St-Gibrien,798,St-Germain-Laxis,216.25,195.781,-20.469,0.9053
APRR,802,St-Gibrien,842,SYLANS,447.59,473.091,25.502,1.057
APRR,802,St-Gibrien,853,THENNELIERES,79.89,130.109,50.219,1.6286
APRR,802,St-Gibrien,861,TIL CHATEL,223.91,249.434,25.524,1.114
APRR,802,St-Gibrien,863,TORVILLIERS,108.07,116.254,8.184,1.0757
APRR,802,St-Gibrien,872,TOURNUS,345.01,371.978,26.968,1.0782
APRR,802,St-Gibrien,893,URY,241.19,231.906,-9.284,0.9615
APRR,802,St-Gibrien,902,VAL DE SAONE,432.83,414.665,-18.165,0.958
APRR,802,St-Gibrien,925,VILLE SOUS LAFERTE,137.71,163.48,25.77,1.1871
APRR,802,St-Gibrien,929,VILLEFRANCHE-LIMAS,446.81,459.172,12.362,1.0277
APRR,802,St-Gibrien,930,Villefranche nord,411.06,448.716,37.656,1.0916
APRR,802,St-Gibrien,933,Villefranche ville,416.36,442.767,26.407,1.0634
APRR,802,St-Gibrien,934,VILLENEUVE-DONDAGRE,176.86,215.342,38.482,1.2176
APRR,802,St-Gibrien,939,Viriat,396.48,422.26,25.78,1.065
APRR,802,St-Gibrien,951,Vulaines,135.11,146.611,11.5,1.0851
APRR,803,ST HILAIRE,31,Ambérieu,349.71,349.257,-0.453,0.9987
APRR,803,ST HILAIRE,55,ARLAY,290.22,320.19,29.97,1.1033
APRR,803,ST HILAIRE,68,Auxerre nord,47.72,73.44,25.72,1.539
APRR,803,ST HILAIRE,69,Auxerre sud,59.42,60.691,1.271,1.0214
APRR,803,ST HILAIRE,72,Avallon,103.52,157.758,54.238,1.5239
APRR,803,ST HILAIRE,76,Balan,373.74,363.936,-9.804,0.9738
APRR,803,ST HILAIRE,82,BAUME-LES-DAMES,330.22,328.954,-1.266,0.9962
APRR,803,ST HILAIRE,95,Beaune nord,195.17,196.605,1.435,1.0074
APRR,803,ST HILAIRE,96,BEAUNE SUD,200.92,202.079,1.159,1.0058
APRR,803,ST HILAIRE,97,BEAUPONT,333.92,289.563,-44.357,0.8672
APRR,803,ST HILAIRE,99,Beaurepaire,305.62,303.904,-1.716,0.9944
APRR,803,ST HILAIRE,110,BELLEVILLE S/SAONE,306.62,308.784,2.164,1.0071
APRR,803,ST HILAIRE,118,BERSAILLIN,285.63,281.156,-4.474,0.9843
APRR,803,ST HILAIRE,119,Besançon est,311.14,309.903,-1.237,0.996
APRR,803,ST HILAIRE,120,Besançon nord,296.52,295.232,-1.288,0.9957
APRR,803,ST HILAIRE,121,BESANCON OUEST,287.12,286.856,-0.264,0.9991
APRR,803,ST HILAIRE,125,BEYNOST,387.9,359.197,-28.703,0.926
APRR,803,ST HILAIRE,130,Bierre-les-Semur,129.42,190.804,61.384,1.4743
APRR,803,ST HILAIRE,151,Bourg nord,307.51,309.726,2.216,1.0072
APRR,803,ST HILAIRE,152,Bourg sud,327.94,328.85,0.91,1.0028
APRR,803,ST HILAIRE,170,BULGNEVILLE,260.97,282.199,21.229,1.0813
APRR,803,ST HILAIRE,198,Chalon centre,223.02,224.532,1.512,1.0068
APRR,803,ST HILAIRE,199,CHALON NORD,220.14,221.105,0.965,1.0044
APRR,803,ST HILAIRE,200,Chalon sud,229.22,230.865,1.645,1.0072
APRR,803,ST HILAIRE,221,CHATENOIS,271.12,329.712,58.592,1.2161
APRR,803,ST HILAIRE,223,CHATILLON-LABORDE,84.34,87.558,3.218,1.0382
APRR,803,ST HILAIRE,227,CHAUMONT-SEMOUTIERS,178.59,180.909,2.319,1.013
APRR,803,ST HILAIRE,235,Choisey,252.33,253.042,0.712,1.0028
APRR,803,ST HILAIRE,240,CLERMONT-BARRIERE,410.88,335.368,-75.512,0.8162
APRR,803,ST HILAIRE,246,Colombey-les-Belles,299.82,328.925,29.105,1.0971
APRR,803,ST HILAIRE,247,Combronde,373.66,340.273,-33.387,0.9106
APRR,803,ST HILAIRE,255,Courtenay,5.41,40.495,35.085,7.4852
APRR,803,ST HILAIRE,269,DIJON SUD,230.82,206.377,-24.443,0.8941
APRR,803,ST HILAIRE,265,DIJON-ARC S/TILLE,245.98,215.743,-30.237,0.8771
APRR,803,ST HILAIRE,267,Péage de Dijon/Crimolois,278.32,217.263,-61.057,0.7806
APRR,803,ST HILAIRE,270,Dôle,254.52,254.32,-0.2,0.9992
APRR,803,ST HILAIRE,300,FEILLENS,282.6,283.478,0.878,1.0031
APRR,803,ST HILAIRE,303,FLEURY-EN-BIERE,89.36,68.21,-21.15,0.7633
APRR,803,ST HILAIRE,305,FONTAINEBLEAU,46.41,48.005,1.595,1.0344
APRR,803,ST HILAIRE,311,FORET DE TRONCAIS,292.05,293.007,0.957,1.0033
APRR,803,ST HILAIRE,312,Forges,67.07,68.719,1.649,1.0246
APRR,803,ST HILAIRE,327,GANNAT,371.67,305.016,-66.654,0.8207
APRR,803,ST HILAIRE,333,GENDREY,271.1,270.37,-0.73,0.9973
APRR,803,ST HILAIRE,335,GERZAT-VILLE,392.52,335.205,-57.315,0.854
APRR,803,ST HILAIRE,348,GROISSIAT,378.97,373.644,-5.326,0.9859
APRR,803,ST HILAIRE,352,GYE,313.43,310.745,-2.685,0.9914
APRR,803,ST HILAIRE,366,JOIGNY,21.92,76.024,54.104,3.4683
APRR,803,ST HILAIRE,370,L ISLE-S/LE-DOUBS,347.52,346.882,-0.638,0.9982
APRR,803,ST HILAIRE,377,LA BOISSE,399.55,357.383,-42.167,0.8945
APRR,803,ST HILAIRE,378,LA BOISSE - MONTLUEL,378.02,358.786,-19.234,0.9491
APRR,803,ST HILAIRE,386,LA COTIERE,383.98,361.131,-22.849,0.9405
APRR,803,ST HILAIRE,388,La Croix-Chalon,364.37,365.971,1.601,1.0044
APRR,803,ST HILAIRE,425,LANGRES NORD,204.92,206.807,1.887,1.0092
APRR,803,ST HILAIRE,426,Langres sud,211.57,214.656,3.086,1.0146
APRR,803,ST HILAIRE,450,LE MIROIR,320.76,319.097,-1.663,0.9948
APRR,803,ST HILAIRE,463,LES EPRUNES,107.94,98.778,-9.162,0.9151
APRR,803,ST HILAIRE,494,Mâcon nord,275.02,290.916,15.896,1.0578
APRR,803,ST HILAIRE,495,MACON SUD,285.35,330.804,45.454,1.1593
APRR,803,ST HILAIRE,498,Magnant,127.75,128.664,0.914,1.0072
APRR,803,ST HILAIRE,507,Marolles-sur-Seine,59.55,62.473,2.923,1.0491
APRR,803,ST HILAIRE,549,Montigny-le-Roi,225.02,271.219,46.199,1.2053
APRR,803,ST HILAIRE,552,MONTMARAULT,329.58,328.402,-1.178,0.9964
APRR,803,ST HILAIRE,585,NEMOURS,43.46,52.766,9.306,1.2141
APRR,803,ST HILAIRE,602,NITRY,84.22,125.695,41.475,1.4925
APRR,803,ST HILAIRE,605,Nuits-St-Georges,213.32,213.43,0.11,1.0005
APRR,803,ST HILAIRE,637,Pérouges,367.17,366.899,-0.271,0.9993
APRR,803,ST HILAIRE,652,PONT D AIN,342.35,341.933,-0.417,0.9988
APRR,803,ST HILAIRE,660,POUILLY-EN-AUXOIS,158.52,149.561,-8.959,0.9435
APRR,803,ST HILAIRE,683,REPLONGES,285.87,331.61,45.74,1.16
APRR,803,ST HILAIRE,687,RIOM,386.5,342.476,-44.024,0.8861
APRR,803,ST HILAIRE,689,Robecourt,246.98,276.631,29.651,1.1201
APRR,803,ST HILAIRE,714,SAINT GENIS,375.54,321.103,-54.437,0.855
APRR,803,ST HILAIRE,726,SAINT MAURICE,387.52,353.392,-34.128,0.9119
APRR,803,ST HILAIRE,732,SAINT THIBAULT,101.52,126.349,24.829,1.2446
APRR,803,ST HILAIRE,769,Seurre,224.82,264.89,40.07,1.1782
APRR,803,ST HILAIRE,777,SOIRANS,252.57,255.927,3.357,1.0133
APRR,803,ST HILAIRE,785,St-Amand-Montrond,262.85,264.83,1.98,1.0075
APRR,803,ST HILAIRE,819,St-Martin-du-Fresne,359.08,371.13,12.05,1.0336
APRR,803,ST HILAIRE,791,ST-DENIS-LES-SENS,29.66,33.738,4.078,1.1375
APRR,803,ST HILAIRE,798,St-Germain-Laxis,91.6,112.789,21.189,1.2313
APRR,803,ST HILAIRE,842,SYLANS,368.65,369.267,0.617,1.0017
APRR,803,ST HILAIRE,853,THENNELIERES,113.62,114.017,0.397,1.0035
APRR,803,ST HILAIRE,861,TIL CHATEL,241.62,242.594,0.974,1.004
APRR,803,ST HILAIRE,863,TORVILLIERS,85.44,89.484,4.044,1.0473
APRR,803,ST HILAIRE,872,TOURNUS,249.52,252.023,2.503,1.01
APRR,803,ST HILAIRE,893,URY,55.29,57.836,2.546,1.0461
APRR,803,ST HILAIRE,902,VAL DE SAONE,395.89,294.711,-101.179,0.7444
APRR,803,ST HILAIRE,925,VILLE SOUS LAFERTE,155.42,156.64,1.22,1.0079
APRR,803,ST HILAIRE,929,VILLEFRANCHE-LIMAS,351.32,339.218,-12.102,0.9656
APRR,803,ST HILAIRE,930,Villefranche nord,315.57,328.761,13.191,1.0418
APRR,803,ST HILAIRE,933,Villefranche ville,320.87,322.813,1.943,1.0061
APRR,803,ST HILAIRE,934,VILLENEUVE-DONDAGRE,16.65,18.928,2.278,1.1368
APRR,803,ST HILAIRE,939,Viriat,317.54,318.435,0.895,1.0028
APRR,803,ST HILAIRE,951,Vulaines,58.4,61.065,2.665,1.0456
APRR,812,ST JULIEN / SANCY,31,Ambérieu,778.12,338.593,-439.527,0.4351
APRR,812,ST JULIEN / SANCY,55,ARLAY,718.63,406.81,-311.82,0.5661
APRR,812,ST JULIEN / SANCY,68,Auxerre nord,476.13,398.791,-77.339,0.8376
APRR,812,ST JULIEN / SANCY,69,Auxerre sud,487.83,396.209,-91.621,0.8122
APRR,812,ST JULIEN / SANCY,72,Avallon,531.93,435.656,-96.274,0.819
APRR,812,ST JULIEN / SANCY,76,Balan,802.15,299.202,-502.948,0.373
APRR,812,ST JULIEN / SANCY,82,BAUME-LES-DAMES,758.63,471.876,-286.754,0.622
APRR,812,ST JULIEN / SANCY,95,Beaune nord,623.58,419.024,-204.556,0.672
APRR,812,ST JULIEN / SANCY,96,BEAUNE SUD,629.33,350.336,-278.994,0.5567
APRR,812,ST JULIEN / SANCY,97,BEAUPONT,762.33,363.648,-398.682,0.477
APRR,812,ST JULIEN / SANCY,99,Beaurepaire,734.03,422.807,-311.223,0.576
APRR,812,ST JULIEN / SANCY,110,BELLEVILLE S/SAONE,735.03,286.111,-448.919,0.3893
APRR,812,ST JULIEN / SANCY,118,BERSAILLIN,714.04,418.315,-295.724,0.5858
APRR,812,ST JULIEN / SANCY,119,Besançon est,739.55,452.825,-286.725,0.6123
APRR,812,ST JULIEN / SANCY,120,Besançon nord,724.93,438.154,-286.776,0.6044
APRR,812,ST JULIEN / SANCY,121,BESANCON OUEST,715.53,429.778,-285.752,0.6006
APRR,812,ST JULIEN / SANCY,125,BEYNOST,816.31,294.463,-521.847,0.3607
APRR,812,ST JULIEN / SANCY,130,Bierre-les-Semur,557.83,409.556,-148.274,0.7342
APRR,812,ST JULIEN / SANCY,151,Bourg nord,735.92,334.767,-401.152,0.4549
APRR,812,ST JULIEN / SANCY,152,Bourg sud,756.35,353.892,-402.458,0.4679
APRR,812,ST JULIEN / SANCY,170,BULGNEVILLE,689.38,537.455,-151.925,0.7796
APRR,812,ST JULIEN / SANCY,198,Chalon centre,651.43,316.819,-334.611,0.4863
APRR,812,ST JULIEN / SANCY,199,CHALON NORD,648.55,358.747,-289.803,0.5532
APRR,812,ST JULIEN / SANCY,200,Chalon sud,657.63,323.153,-334.477,0.4914
APRR,812,ST JULIEN / SANCY,221,CHATENOIS,699.53,584.968,-114.562,0.8362
APRR,812,ST JULIEN / SANCY,223,CHATILLON-LABORDE,512.75,443.911,-68.839,0.8657
APRR,812,ST JULIEN / SANCY,227,CHAUMONT-SEMOUTIERS,607.0,475.227,-131.773,0.7829
APRR,812,ST JULIEN / SANCY,235,Choisey,680.74,395.964,-284.776,0.5817
APRR,812,ST JULIEN / SANCY,240,CLERMONT-BARRIERE,86.48,105.855,19.375,1.224
APRR,812,ST JULIEN / SANCY,246,Colombey-les-Belles,728.23,584.181,-144.049,0.8022
APRR,812,ST JULIEN / SANCY,247,Combronde,54.75,92.492,37.742,1.6893
APRR,812,ST JULIEN / SANCY,255,Courtenay,433.82,393.847,-39.973,0.9079
APRR,812,ST JULIEN / SANCY,269,DIJON SUD,659.23,374.382,-284.848,0.5679
APRR,812,ST JULIEN / SANCY,265,DIJON-ARC S/TILLE,674.39,388.689,-285.701,0.5764
APRR,812,ST JULIEN / SANCY,267,Péage de Dijon/Crimolois,706.73,382.697,-324.033,0.5415
APRR,812,ST JULIEN / SANCY,270,Dôle,682.93,397.241,-285.689,0.5817
APRR,812,ST JULIEN / SANCY,300,FEILLENS,711.01,317.123,-393.887,0.446
APRR,812,ST JULIEN / SANCY,303,FLEURY-EN-BIERE,517.77,428.587,-89.183,0.8278
APRR,812,ST JULIEN / SANCY,305,FONTAINEBLEAU,474.82,408.382,-66.438,0.8601
APRR,812,ST JULIEN / SANCY,311,FORET DE TRONCAIS,136.36,175.427,39.067,1.2865
APRR,812,ST JULIEN / SANCY,312,Forges,495.48,444.324,-51.156,0.8968
APRR,812,ST JULIEN / SANCY,327,GANNAT,76.2,104.902,28.702,1.3767
APRR,812,ST JULIEN / SANCY,333,GENDREY,699.51,413.292,-286.218,0.5908
APRR,812,ST JULIEN / SANCY,335,GERZAT-VILLE,68.11,105.692,37.582,1.5518
APRR,812,ST JULIEN / SANCY,348,GROISSIAT,807.38,366.471,-440.909,0.4539
APRR,812,ST JULIEN / SANCY,352,GYE,741.84,566.001,-175.839,0.763
APRR,812,ST JULIEN / SANCY,366,JOIGNY,450.33,410.807,-39.523,0.9122
APRR,812,ST JULIEN / SANCY,370,L ISLE-S/LE-DOUBS,775.93,489.804,-286.126,0.6312
APRR,812,ST JULIEN / SANCY,377,LA BOISSE,827.96,292.649,-535.311,0.3535
APRR,812,ST JULIEN / SANCY,378,LA BOISSE - MONTLUEL,806.43,294.053,-512.377,0.3646
APRR,812,ST JULIEN / SANCY,386,LA COTIERE,812.39,296.398,-515.992,0.3648
APRR,812,ST JULIEN / SANCY,388,La Croix-Chalon,792.78,358.797,-433.983,0.4526
APRR,812,ST JULIEN / SANCY,425,LANGRES NORD,633.33,462.064,-171.266,0.7296
APRR,812,ST JULIEN / SANCY,426,Langres sud,639.98,442.845,-197.135,0.692
APRR,812,ST JULIEN / SANCY,450,LE MIROIR,749.17,408.025,-341.145,0.5446
APRR,812,ST JULIEN / SANCY,463,LES EPRUNES,536.35,453.526,-82.824,0.8456
APRR,812,ST JULIEN / SANCY,494,Mâcon nord,703.43,316.776,-386.654,0.4503
APRR,812,ST JULIEN / SANCY,495,MACON SUD,713.76,306.446,-407.314,0.4293
APRR,812,ST JULIEN / SANCY,498,Magnant,556.16,535.289,-20.871,0.9625
APRR,812,ST JULIEN / SANCY,507,Marolles-sur-Seine,487.96,437.262,-50.698,0.8961
APRR,812,ST JULIEN / SANCY,549,Montigny-le-Roi,653.43,526.476,-126.954,0.8057
APRR,812,ST JULIEN / SANCY,552,MONTMARAULT,98.83,185.466,86.636,1.8766
APRR,812,ST JULIEN / SANCY,585,NEMOURS,471.87,413.143,-58.727,0.8755
APRR,812,ST JULIEN / SANCY,602,NITRY,512.63,365.601,-147.029,0.7132
APRR,812,ST JULIEN / SANCY,605,Nuits-St-Georges,641.73,356.352,-285.378,0.5553
APRR,812,ST JULIEN / SANCY,637,Pérouges,795.58,341.364,-454.216,0.4291
APRR,812,ST JULIEN / SANCY,652,PONT D AIN,770.76,357.272,-413.488,0.4635
APRR,812,ST JULIEN / SANCY,660,POUILLY-EN-AUXOIS,586.93,429.078,-157.852,0.7311
APRR,812,ST JULIEN / SANCY,683,REPLONGES,714.28,356.651,-357.628,0.4993
APRR,812,ST JULIEN / SANCY,687,RIOM,62.09,112.963,50.873,1.8193
APRR,812,ST JULIEN / SANCY,689,Robecourt,675.39,531.887,-143.503,0.7875
APRR,812,ST JULIEN / SANCY,714,SAINT GENIS,803.95,346.144,-457.806,0.4306
APRR,812,ST JULIEN / SANCY,726,SAINT MAURICE,815.93,496.314,-319.616,0.6083
APRR,812,ST JULIEN / SANCY,732,SAINT THIBAULT,529.93,532.975,3.045,1.0057
APRR,812,ST JULIEN / SANCY,769,Seurre,653.23,407.811,-245.419,0.6243
APRR,812,ST JULIEN / SANCY,777,SOIRANS,680.98,398.848,-282.132,0.5857
APRR,812,ST JULIEN / SANCY,785,St-Amand-Montrond,165.56,204.015,38.455,1.2323
APRR,812,ST JULIEN / SANCY,819,St-Martin-du-Fresne,787.49,363.956,-423.534,0.4622
APRR,812,ST JULIEN / SANCY,791,ST-DENIS-LES-SENS,458.07,440.363,-17.707,0.9613
APRR,812,ST JULIEN / SANCY,798,St-Germain-Laxis,520.01,474.59,-45.42,0.9127
APRR,812,ST JULIEN / SANCY,842,SYLANS,797.06,362.093,-434.967,0.4543
APRR,812,ST JULIEN / SANCY,853,THENNELIERES,542.03,520.643,-21.387,0.9605
APRR,812,ST JULIEN / SANCY,861,TIL CHATEL,670.03,472.919,-197.111,0.7058
APRR,812,ST JULIEN / SANCY,863,TORVILLIERS,513.85,496.109,-17.741,0.9655
APRR,812,ST JULIEN / SANCY,872,TOURNUS,677.93,331.094,-346.836,0.4884
APRR,812,ST JULIEN / SANCY,893,URY,483.7,418.213,-65.487,0.8646
APRR,812,ST JULIEN / SANCY,902,VAL DE SAONE,824.3,315.3,-509.0,0.3825
APRR,812,ST JULIEN / SANCY,925,VILLE SOUS LAFERTE,583.83,497.308,-86.522,0.8518
APRR,812,ST JULIEN / SANCY,929,VILLEFRANCHE-LIMAS,779.73,270.631,-509.099,0.3471
APRR,812,ST JULIEN / SANCY,930,Villefranche nord,743.98,276.103,-467.877,0.3711
APRR,812,ST JULIEN / SANCY,933,Villefranche ville,749.28,282.911,-466.369,0.3776
APRR,812,ST JULIEN / SANCY,934,VILLENEUVE-DONDAGRE,445.06,425.553,-19.507,0.9562
APRR,812,ST JULIEN / SANCY,939,Viriat,745.95,343.477,-402.473,0.4605
APRR,812,ST JULIEN / SANCY,951,Vulaines,486.81,467.69,-19.12,0.9607
APRR,819,St-Martin-du-Fresne,27,ALLAINES,471.98,472.561,0.581,1.0012
APRR,819,St-Martin-du-Fresne,28,Allainville,500.58,495.039,-5.541,0.9889
APRR,819,St-Martin-du-Fresne,31,Ambérieu,31.09,31.363,0.273,1.0088
APRR,819,St-Martin-du-Fresne,34,AMBOISE CH.RENAULT,549.18,497.858,-51.322,0.9065
APRR,819,St-Martin-du-Fresne,55,ARLAY,110.86,111.383,0.523,1.0047
APRR,819,St-Martin-du-Fresne,58,Artenay,458.58,487.077,28.497,1.0621
APRR,819,St-Martin-du-Fresne,68,Auxerre nord,311.36,312.007,0.647,1.0021
APRR,819,St-Martin-du-Fresne,69,Auxerre sud,299.66,324.532,24.872,1.083
APRR,819,St-Martin-du-Fresne,71,AUXY,402.48,448.701,46.221,1.1148
APRR,819,St-Martin-du-Fresne,72,Avallon,255.56,256.395,0.835,1.0033
APRR,819,St-Martin-du-Fresne,76,Balan,55.12,56.558,1.438,1.0261
APRR,819,St-Martin-du-Fresne,82,BAUME-LES-DAMES,241.06,241.828,0.768,1.0032
APRR,819,St-Martin-du-Fresne,93,BEAUMONT,595.22,477.61,-117.61,0.8024
APRR,819,St-Martin-du-Fresne,95,Beaune nord,163.91,239.763,75.853,1.4628
APRR,819,St-Martin-du-Fresne,96,BEAUNE SUD,158.16,171.075,12.915,1.0817
APRR,819,St-Martin-du-Fresne,97,BEAUPONT,67.16,68.221,1.061,1.0158
APRR,819,St-Martin-du-Fresne,99,Beaurepaire,95.46,127.38,31.92,1.3344
APRR,819,St-Martin-du-Fresne,109,Bellegarde,26.32,45.552,19.232,1.7307
APRR,819,St-Martin-du-Fresne,118,BERSAILLIN,124.86,122.888,-1.972,0.9842
APRR,819,St-Martin-du-Fresne,119,Besançon est,221.98,222.777,0.797,1.0036
APRR,819,St-Martin-du-Fresne,120,Besançon nord,207.36,208.106,0.746,1.0036
APRR,819,St-Martin-du-Fresne,121,BESANCON OUEST,197.96,199.73,1.77,1.0089
APRR,819,St-Martin-du-Fresne,125,BEYNOST,69.28,66.665,-2.615,0.9623
APRR,819,St-Martin-du-Fresne,130,Bierre-les-Semur,229.66,230.295,0.635,1.0028
APRR,819,St-Martin-du-Fresne,137,BLERE,625.88,494.29,-131.59,0.7898
APRR,819,St-Martin-du-Fresne,138,Blois,519.48,467.594,-51.886,0.9001
APRR,819,St-Martin-du-Fresne,151,Bourg nord,51.57,54.242,2.672,1.0518
APRR,819,St-Martin-du-Fresne,152,Bourg sud,31.14,54.46,23.32,1.7489
APRR,819,St-Martin-du-Fresne,154,BOURGES (LIM.CONC.),580.48,358.919,-221.561,0.6183
APRR,819,St-Martin-du-Fresne,170,BULGNEVILLE,319.86,341.317,21.457,1.0671
APRR,819,St-Martin-du-Fresne,198,Chalon centre,136.06,137.558,1.498,1.011
APRR,819,St-Martin-du-Fresne,200,Chalon sud,129.86,143.892,14.032,1.1081
APRR,819,St-Martin-du-Fresne,202,CHALONS - LA VEUVE,450.42,451.439,1.019,1.0023
APRR,819,St-Martin-du-Fresne,203,CHALONS MOURMELON,458.82,499.528,40.708,1.0887
APRR,819,St-Martin-du-Fresne,210,CHARMONT (LIM.CONC),371.92,,,
APRR,819,St-Martin-du-Fresne,218,CHÂTEAU-THIERRY,530.12,530.736,0.616,1.0012
APRR,819,St-Martin-du-Fresne,221,CHATENOIS,330.01,388.83,58.82,1.1782
